Date,CASEY,CML,IDC,JASON,KEN,LAN MLN,PATTERSON,PHIL,TRAVIS,KYLE
2006-04-17,0.0,2.1307780100000002,34.03646565,0.0,75.75318080000001,59.12713307999999,137.06012320000002,19.38888825,0.0,0.0
2006-04-18,0.0,1.90479743,30.4267233,0.0,75.49493132,56.496343769999996,136.59287278000002,18.25071507,0.0,0.0
2006-04-19,0.0,1.74406976,27.859309999999997,0.0,75.06451552,54.50970536,135.81412208,17.41206112,0.0,0.0
2006-04-20,0.0,1.7700708,28.27464375,0.0,76.1835966,55.32235005,137.8388739,17.6716446,0.0,0.0
2006-04-21,0.0,2.01019904,32.11037665,0.0,76.70009556000001,58.231163710000004,138.77337474,18.90965756,0.0,0.0
2006-04-22,0.0,2.21810535,35.4314056,0.0,76.35576292,60.37912963,138.15037418,19.888087069999997,0.0,0.0
2006-04-23,0.0,2.14913225,34.329644449999996,0.0,70.93252384,57.07436516,128.33811536000002,18.90965689,0.0,0.0
2006-04-24,0.0,2.46118982,39.314357699999995,0.0,74.72018288000001,62.313356279999994,135.19112152,20.886484380000002,0.0,0.0
2006-04-25,0.0,2.49082327,39.78771569999999,0.0,76.87226188000001,63.649907129999995,139.08487502,21.28584363,0.0,0.0
2006-04-26,0.0,2.47045472,39.46235495,0.0,76.87226188000001,63.423679729999996,139.08487502,21.186003879999998,0.0,0.0
2006-04-27,0.0,2.53111907,40.4313893,0.0,77.90525980000001,64.58102260999999,140.9538767,21.60533095,0.0,0.0
2006-04-28,0.0,2.7859833700000003,44.50250995,0.0,77.30267768,67.12964638,139.86362572000002,22.78343993,0.0,0.0
2006-04-29,0.0,2.45651348,39.23965515,0.0,71.36293964000001,60.689840849999996,129.11686606,20.46715704,0.0,0.0
2006-04-30,0.0,2.2460922400000003,35.878454899999994,0.0,72.82635336,59.03780126,131.76461844000002,19.60853536,0.0,0.0
2006-05-01,0.0,2.39881959,38.3180732,0.0,72.91243652,60.77439515,131.92036858,20.36731747,0.0,0.0
2006-05-02,0.0,2.32549281,37.1467745,0.0,72.91243652,59.95997651,131.92036858,20.00789437,0.0,0.0
2006-05-03,0.0,2.249504,35.932955199999995,0.0,74.37585024,59.80103776,134.56812096000002,19.80821504,0.0,0.0
2006-05-04,0.0,2.12943988,34.01508875,0.0,74.11760076,58.34663093,134.10087054000002,19.189208559999997,0.0,0.0
2006-05-05,0.0,1.99063954,31.79793705,0.0,74.80626604000001,57.12739173,135.34687166,18.59017014,0.0,0.0
2006-05-06,0.0,2.02530285,32.35163765,0.0,74.72018288000001,57.472089919999995,135.19112152,18.749913730000003,0.0,0.0
2006-05-07,0.0,2.18010383,34.82437935,0.0,74.72018288000001,59.19141816,135.19112152,19.50869583,0.0,0.0
2006-05-08,0.0,2.17247126,34.702457599999995,0.0,73.51501864000001,58.54248974,133.01061956,19.32898414,0.0,0.0
2006-05-09,0.0,2.12661652,33.96998565,0.0,71.19077332,56.945180189999995,128.80536578000002,18.82978512,0.0,0.0
2006-05-10,0.0,2.17025053,34.666984899999996,0.0,73.94543444,58.71930895,133.78937026,19.36892009,0.0,0.0
2006-05-11,0.0,2.05884868,32.887485299999994,0.0,72.48202072000001,56.79695562,131.14161788,18.650073719999998,0.0,0.0
2006-05-12,0.0,2.01928838,32.255558199999996,0.0,69.7273596,55.06807234,126.1576134,18.1309067,0.0,0.0
2006-05-13,0.0,1.92907836,30.814573699999997,0.0,71.10469016,54.71088602,128.64961564,17.851355560000002,0.0,0.0
2006-05-14,0.0,1.94722618,31.10446175,0.0,71.53510596000001,55.11393263,129.42836634,17.99113126,0.0,0.0
2006-05-15,0.0,1.99589005,31.881803599999998,0.0,72.05160492,55.89620873,130.36286718,18.29065057,0.0,0.0
2006-05-16,0.0,2.1452934200000002,34.268329449999996,0.0,75.15059868,59.006273529999994,135.96987222,19.38888818,0.0,0.0
